Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","79","Germany","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2020","2020","7021","Annual value","USD","1945","","Official data"
"PP","Producer Prices","79","Germany","5532","Producer Price (USD/tonne)","56","Maize","2020","2020","7021","Annual value","USD","190","","Official data"
"PP","Producer Prices","79","Germany","5532","Producer Price (USD/tonne)","945","Meat live weight, cattle","2020","2020","7021","Annual value","USD","1885","","Official data"
"PP","Producer Prices","79","Germany","5532","Producer Price (USD/tonne)","1095","Meat live weight, chicken","2020","2020","7021","Annual value","USD","910","","Official data"
"PP","Producer Prices","79","Germany","5532","Producer Price (USD/tonne)","1071","Meat live weight, duck","2020","2020","7021","Annual value","USD","4563","","Official data"
"PP","Producer Prices","79","Germany","5532","Producer Price (USD/tonne)","1033","Meat live weight, goat","2020","2020","7021","Annual value","USD","903","","Official data"
"PP","Producer Prices","79","Germany","5532","Producer Price (USD/tonne)","1078","Meat live weight, goose","2020","2020","7021","Annual value","USD","7395","","Official data"
"PP","Producer Prices","79","Germany","5532","Producer Price (USD/tonne)","1056","Meat live weight, pig","2020","2020","7021","Annual value","USD","1408","","Official data"
"PP","Producer Prices","79","Germany","5532","Producer Price (USD/tonne)","1013","Meat live weight, sheep","2020","2020","7021","Annual value","USD","2536","","Official data"
"PP","Producer Prices","79","Germany","5532","Producer Price (USD/tonne)","1088","Meat live weight, turkey","2020","2020","7021","Annual value","USD","1446","","Official data"
"PP","Producer Prices","79","Germany","5532","Producer Price (USD/tonne)","882","Milk, whole fresh cow","2020","2020","7021","Annual value","USD","377","","Official data"
"PP","Producer Prices","79","Germany","5532","Producer Price (USD/tonne)","1020","Milk, whole fresh goat","2020","2020","7021","Annual value","USD","769","","Official data"
"PP","Producer Prices","79","Germany","5532","Producer Price (USD/tonne)","449","Mushrooms and truffles","2020","2020","7021","Annual value","USD","3139","","Official data"
"PP","Producer Prices","79","Germany","5532","Producer Price (USD/tonne)","75","Oats","2020","2020","7021","Annual value","USD","182","","Official data"
"PP","Producer Prices","79","Germany","5532","Producer Price (USD/tonne)","257","Oil, palm","2020","2020","7021","Annual value","USD","710","","Official data"
"PP","Producer Prices","79","Germany","5532","Producer Price (USD/tonne)","403","Onions, dry","2020","2020","7021","Annual value","USD","256","","Official data"
"PP","Producer Prices","79","Germany","5532","Producer Price (USD/tonne)","534","Peaches and nectarines","2020","2020","7021","Annual value","USD","2151","","Official data"
"PP","Producer Prices","79","Germany","5532","Producer Price (USD/tonne)","521","Pears","2020","2020","7021","Annual value","USD","814","","Official data"
"PP","Producer Prices","79","Germany","5532","Producer Price (USD/tonne)","417","Peas, green","2020","2020","7021","Annual value","USD","1970","","Official data"
"PP","Producer Prices","79","Germany","5532","Producer Price (USD/tonne)","536","Plums and sloes","2020","2020","7021","Annual value","USD","1144","","Official data"
"PP","Producer Prices","79","Germany","5532","Producer Price (USD/tonne)","116","Potatoes","2020","2020","7021","Annual value","USD","187","","Official data"
"PP","Producer Prices","79","Germany","5532","Producer Price (USD/tonne)","270","Rapeseed","2020","2020","7021","Annual value","USD","420","","Official data"
"PP","Producer Prices","79","Germany","5532","Producer Price (USD/tonne)","547","Raspberries","2020","2020","7021","Annual value","USD","9827","","Official data"
"PP","Producer Prices","79","Germany","5532","Producer Price (USD/tonne)","71","Rye","2020","2020","7021","Annual value","USD","159","","Official data"
"PP","Producer Prices","79","Germany","5532","Producer Price (USD/tonne)","236","Soybeans","2020","2020","7021","Annual value","USD","404","","Official data"
"PP","Producer Prices","79","Germany","5532","Producer Price (USD/tonne)","373","Spinach","2020","2020","7021","Annual value","USD","2214","","Official data"
"PP","Producer Prices","79","Germany","5532","Producer Price (USD/tonne)","544","Strawberries","2020","2020","7021","Annual value","USD","3465","","Official data"
"PP","Producer Prices","79","Germany","5532","Producer Price (USD/tonne)","157","Sugar beet","2020","2020","7021","Annual value","USD","33","","Official data"
"PP","Producer Prices","79","Germany","5532","Producer Price (USD/tonne)","267","Sunflower seed","2020","2020","7021","Annual value","USD","364","","Official data"
"PP","Producer Prices","79","Germany","5532","Producer Price (USD/tonne)","826","Tobacco, unmanufactured","2020","2020","7021","Annual value","USD","5238","","Official data"
"PP","Producer Prices","79","Germany","5532","Producer Price (USD/tonne)","388","Tomatoes","2020","2020","7021","Annual value","USD","2016","","Official data"
"PP","Producer Prices","79","Germany","5532","Producer Price (USD/tonne)","97","Triticale","2020","2020","7021","Annual value","USD","176","","Official data"
"PP","Producer Prices","79","Germany","5532","Producer Price (USD/tonne)","222","Walnuts, with shell","2020","2020","7021","Annual value","USD","364","","Official data"
"PP","Producer Prices","79","Germany","5532","Producer Price (USD/tonne)","15","Wheat","2020","2020","7021","Annual value","USD","197","","Official data"
"PP","Producer Prices","79","Germany","5532","Producer Price (USD/tonne)","987","Wool, greasy","2020","2020","7021","Annual value","USD","409","","Official data"
"PP","Producer Prices","81","Ghana","5532","Producer Price (USD/tonne)","486","Bananas","2018","2018","7021","Annual value","USD","225","","Official data"
"PP","Producer Prices","81","Ghana","5532","Producer Price (USD/tonne)","176","Beans, dry","2018","2018","7021","Annual value","USD","860","","Official data"
"PP","Producer Prices","81","Ghana","5532","Producer Price (USD/tonne)","125","Cassava","2018","2018","7021","Annual value","USD","111","","Official data"
"PP","Producer Prices","81","Ghana","5532","Producer Price (USD/tonne)","399","Eggplants (aubergines)","2018","2018","7021","Annual value","USD","698","","Official data"
"PP","Producer Prices","81","Ghana","5532","Producer Price (USD/tonne)","720","Ginger","2018","2018","7021","Annual value","USD","923","","Official data"
"PP","Producer Prices","81","Ghana","5532","Producer Price (USD/tonne)","242","Groundnuts, with shell","2018","2018","7021","Annual value","USD","1091","","Official data"
"PP","Producer Prices","81","Ghana","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","7021","Annual value","USD","283","","Official data"
"PP","Producer Prices","81","Ghana","5532","Producer Price (USD/tonne)","571","Mangoes, mangosteens, guavas","2018","2018","7021","Annual value","USD","153","","Official data"
"PP","Producer Prices","81","Ghana","5532","Producer Price (USD/tonne)","79","Millet","2018","2018","7021","Annual value","USD","383","","Official data"
"PP","Producer Prices","81","Ghana","5532","Producer Price (USD/tonne)","254","Oil palm fruit","2018","2018","7021","Annual value","USD","271","","Official data"
"PP","Producer Prices","81","Ghana","5532","Producer Price (USD/tonne)","257","Oil, palm","2018","2018","7021","Annual value","USD","1554","","Official data"
"PP","Producer Prices","81","Ghana","5532","Producer Price (USD/tonne)","430","Okra","2018","2018","7021","Annual value","USD","746","","Official data"
"PP","Producer Prices","81","Ghana","5532","Producer Price (USD/tonne)","403","Onions, dry","2018","2018","7021","Annual value","USD","796","","Official data"
"PP","Producer Prices","81","Ghana","5532","Producer Price (USD/tonne)","490","Oranges","2018","2018","7021","Annual value","USD","243","","Official data"
"PP","Producer Prices","81","Ghana","5532","Producer Price (USD/tonne)","487","Plantains","2018","2018","7021","Annual value","USD","395","","Official data"
"PP","Producer Prices","81","Ghana","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","7021","Annual value","USD","322","","Official data"
"PP","Producer Prices","81","Ghana","5532","Producer Price (USD/tonne)","83","Sorghum","2018","2018","7021","Annual value","USD","315","","Official data"
"PP","Producer Prices","81","Ghana","5532","Producer Price (USD/tonne)","122","Sweet potatoes","2018","2018","7021","Annual value","USD","372","","Official data"
"PP","Producer Prices","81","Ghana","5532","Producer Price (USD/tonne)","136","Taro (cocoyam)","2018","2018","7021","Annual value","USD","400","","Official data"
"PP","Producer Prices","81","Ghana","5532","Producer Price (USD/tonne)","388","Tomatoes","2018","2018","7021","Annual value","USD","900","","Official data"
"PP","Producer Prices","81","Ghana","5532","Producer Price (USD/tonne)","137","Yams","2018","2018","7021","Annual value","USD","424","","Official data"
"PP","Producer Prices","81","Ghana","5532","Producer Price (USD/tonne)","486","Bananas","2019","2019","7021","Annual value","USD","217","","Official data"
"PP","Producer Prices","81","Ghana","5532","Producer Price (USD/tonne)","176","Beans, dry","2019","2019","7021","Annual value","USD","578","","Official data"
"PP","Producer Prices","81","Ghana","5532","Producer Price (USD/tonne)","125","Cassava","2019","2019","7021","Annual value","USD","88","","Official data"
"PP","Producer Prices","81","Ghana","5532","Producer Price (USD/tonne)","399","Eggplants (aubergines)","2019","2019","7021","Annual value","USD","643","","Official data"
"PP","Producer Prices","81","Ghana","5532","Producer Price (USD/tonne)","720","Ginger","2019","2019","7021","Annual value","USD","600","","Official data"
"PP","Producer Prices","81","Ghana","5532","Producer Price (USD/tonne)","242","Groundnuts, with shell","2019","2019","7021","Annual value","USD","1121","","Official data"
"PP","Producer Prices","81","Ghana","5532","Producer Price (USD/tonne)","56","Maize","2019","2019","7021","Annual value","USD","202","","Official data"
"PP","Producer Prices","81","Ghana","5532","Producer Price (USD/tonne)","571","Mangoes, mangosteens, guavas","2019","2019","7021","Annual value","USD","245","","Official data"
"PP","Producer Prices","81","Ghana","5532","Producer Price (USD/tonne)","79","Millet","2019","2019","7021","Annual value","USD","333","","Official data"
"PP","Producer Prices","81","Ghana","5532","Producer Price (USD/tonne)","254","Oil palm fruit","2019","2019","7021","Annual value","USD","295","","Official data"
"PP","Producer Prices","81","Ghana","5532","Producer Price (USD/tonne)","430","Okra","2019","2019","7021","Annual value","USD","685","","Official data"
"PP","Producer Prices","81","Ghana","5532","Producer Price (USD/tonne)","403","Onions, dry","2019","2019","7021","Annual value","USD","846","","Official data"
"PP","Producer Prices","81","Ghana","5532","Producer Price (USD/tonne)","490","Oranges","2019","2019","7021","Annual value","USD","222","","Official data"
"PP","Producer Prices","81","Ghana","5532","Producer Price (USD/tonne)","487","Plantains","2019","2019","7021","Annual value","USD","314","","Official data"
"PP","Producer Prices","81","Ghana","5532","Producer Price (USD/tonne)","27","Rice, paddy","2019","2019","7021","Annual value","USD","273","","Official data"
"PP","Producer Prices","81","Ghana","5532","Producer Price (USD/tonne)","83","Sorghum","2019","2019","7021","Annual value","USD","256","","Official data"
"PP","Producer Prices","81","Ghana","5532","Producer Price (USD/tonne)","136","Taro (cocoyam)","2019","2019","7021","Annual value","USD","220","","Official data"
"PP","Producer Prices","81","Ghana","5532","Producer Price (USD/tonne)","388","Tomatoes","2019","2019","7021","Annual value","USD","829","","Official data"
"PP","Producer Prices","81","Ghana","5532","Producer Price (USD/tonne)","137","Yams","2019","2019","7021","Annual value","USD","277","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","221","Almonds, with shell","2018","2018","7021","Annual value","USD","3243","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","515","Apples","2018","2018","7021","Annual value","USD","766","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","526","Apricots","2018","2018","7021","Annual value","USD","791","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","366","Artichokes","2018","2018","7021","Annual value","USD","1451","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","367","Asparagus","2018","2018","7021","Annual value","USD","2737","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","572","Avocados","2018","2018","7021","Annual value","USD","1323","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","486","Bananas","2018","2018","7021","Annual value","USD","768","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","7021","Annual value","USD","184","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","176","Beans, dry","2018","2018","7021","Annual value","USD","3143","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","414","Beans, green","2018","2018","7021","Annual value","USD","1719","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","358","Cabbages and other brassicas","2018","2018","7021","Annual value","USD","406","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","461","Carobs","2018","2018","7021","Annual value","USD","271","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","426","Carrots and turnips","2018","2018","7021","Annual value","USD","549","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","393","Cauliflowers and broccoli","2018","2018","7021","Annual value","USD","964","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","531","Cherries","2018","2018","7021","Annual value","USD","1784","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","530","Cherries, sour","2018","2018","7021","Annual value","USD","1299","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","220","Chestnut","2018","2018","7021","Annual value","USD","2451","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","191","Chick peas","2018","2018","7021","Annual value","USD","2359","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","459","Chicory roots","2018","2018","7021","Annual value","USD","810","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","401","Chillies and peppers, green","2018","2018","7021","Annual value","USD","667","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","397","Cucumbers and gherkins","2018","2018","7021","Annual value","USD","712","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","550","Currants","2018","2018","7021","Annual value","USD","2178","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","399","Eggplants (aubergines)","2018","2018","7021","Annual value","USD","763","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","3308","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","569","Figs","2018","2018","7021","Annual value","USD","2450","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","406","Garlic","2018","2018","7021","Annual value","USD","3660","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","507","Grapefruit (inc. pomelos)","2018","2018","7021","Annual value","USD","354","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","560","Grapes","2018","2018","7021","Annual value","USD","774","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","242","Groundnuts, with shell","2018","2018","7021","Annual value","USD","1245","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","225","Hazelnuts, with shell","2018","2018","7021","Annual value","USD","3094","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","1182","Honey, natural","2018","2018","7021","Annual value","USD","6993","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","592","Kiwi fruit","2018","2018","7021","Annual value","USD","262","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","407","Leeks, other alliaceous vegetables","2018","2018","7021","Annual value","USD","806","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","497","Lemons and limes","2018","2018","7021","Annual value","USD","612","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","201","Lentils","2018","2018","7021","Annual value","USD","1807","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2018","2018","7021","Annual value","USD","790","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","7021","Annual value","USD","252","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","973","Meat live weight, buffalo","2018","2018","7021","Annual value","USD","2592","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","945","Meat live weight, cattle","2018","2018","7021","Annual value","USD","4705","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","1095","Meat live weight, chicken","2018","2018","7021","Annual value","USD","1678","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","1033","Meat live weight, goat","2018","2018","7021","Annual value","USD","2892","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","1056","Meat live weight, pig","2018","2018","7021","Annual value","USD","2376","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","1145","Meat live weight, rabbit","2018","2018","7021","Annual value","USD","5605","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","1013","Meat live weight, sheep","2018","2018","7021","Annual value","USD","2613","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","867","Meat, cattle","2018","2018","7021","Annual value","USD","5066","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2018","2018","7021","Annual value","USD","1866","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","1017","Meat, goat","2018","2018","7021","Annual value","USD","4865","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","1035","Meat, pig","2018","2018","7021","Annual value","USD","3070","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","1141","Meat, rabbit","2018","2018","7021","Annual value","USD","6023","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","977","Meat, sheep","2018","2018","7021","Annual value","USD","4712","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","1080","Meat, turkey","2018","2018","7021","Annual value","USD","5149","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","882","Milk, whole fresh cow","2018","2018","7021","Annual value","USD","468","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","1020","Milk, whole fresh goat","2018","2018","7021","Annual value","USD","716","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","982","Milk, whole fresh sheep","2018","2018","7021","Annual value","USD","1055","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","449","Mushrooms and truffles","2018","2018","7021","Annual value","USD","3731","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","234","Nuts nes","2018","2018","7021","Annual value","USD","2043","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","7021","Annual value","USD","201","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","430","Okra","2018","2018","7021","Annual value","USD","2638","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","260","Olives","2018","2018","7021","Annual value","USD","2577","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","403","Onions, dry","2018","2018","7021","Annual value","USD","480","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","402","Onions, shallots, green","2018","2018","7021","Annual value","USD","908","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","490","Oranges","2018","2018","7021","Annual value","USD","408","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","534","Peaches and nectarines","2018","2018","7021","Annual value","USD","407","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","521","Pears","2018","2018","7021","Annual value","USD","1228","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","417","Peas, green","2018","2018","7021","Annual value","USD","1325","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","223","Pistachios","2018","2018","7021","Annual value","USD","10715","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","536","Plums and sloes","2018","2018","7021","Annual value","USD","472","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","116","Potatoes","2018","2018","7021","Annual value","USD","566","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","523","Quinces","2018","2018","7021","Annual value","USD","378","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","7021","Annual value","USD","272","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","71","Rye","2018","2018","7021","Annual value","USD","163","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","328","Seed cotton","2018","2018","7021","Annual value","USD","584","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","373","Spinach","2018","2018","7021","Annual value","USD","958","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","544","Strawberries","2018","2018","7021","Annual value","USD","1846","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","157","Sugar beet","2018","2018","7021","Annual value","USD","31","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","267","Sunflower seed","2018","2018","7021","Annual value","USD","413","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","495","Tangerines, mandarins, clementines, satsumas","2018","2018","7021","Annual value","USD","510","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","826","Tobacco, unmanufactured","2018","2018","7021","Annual value","USD","5182","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","388","Tomatoes","2018","2018","7021","Annual value","USD","815","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","222","Walnuts, with shell","2018","2018","7021","Annual value","USD","3821","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","567","Watermelons","2018","2018","7021","Annual value","USD","231","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","7021","Annual value","USD","221","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","987","Wool, greasy","2018","2018","7021","Annual value","USD","412","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","221","Almonds, with shell","2019","2019","7021","Annual value","USD","3316","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","515","Apples","2019","2019","7021","Annual value","USD","687","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","526","Apricots","2019","2019","7021","Annual value","USD","654","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","366","Artichokes","2019","2019","7021","Annual value","USD","1392","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","367","Asparagus","2019","2019","7021","Annual value","USD","2968","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","572","Avocados","2019","2019","7021","Annual value","USD","2575","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","486","Bananas","2019","2019","7021","Annual value","USD","728","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","44","Barley","2019","2019","7021","Annual value","USD","182","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","176","Beans, dry","2019","2019","7021","Annual value","USD","3060","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","414","Beans, green","2019","2019","7021","Annual value","USD","1729","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","358","Cabbages and other brassicas","2019","2019","7021","Annual value","USD","487","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","461","Carobs","2019","2019","7021","Annual value","USD","297","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","426","Carrots and turnips","2019","2019","7021","Annual value","USD","612","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","393","Cauliflowers and broccoli","2019","2019","7021","Annual value","USD","1056","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","531","Cherries","2019","2019","7021","Annual value","USD","2161","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","530","Cherries, sour","2019","2019","7021","Annual value","USD","1220","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","220","Chestnut","2019","2019","7021","Annual value","USD","2333","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","191","Chick peas","2019","2019","7021","Annual value","USD","2172","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","459","Chicory roots","2019","2019","7021","Annual value","USD","891","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","401","Chillies and peppers, green","2019","2019","7021","Annual value","USD","639","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","397","Cucumbers and gherkins","2019","2019","7021","Annual value","USD","634","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","550","Currants","2019","2019","7021","Annual value","USD","1825","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","399","Eggplants (aubergines)","2019","2019","7021","Annual value","USD","731","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2019","2019","7021","Annual value","USD","3093","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","569","Figs","2019","2019","7021","Annual value","USD","2957","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","406","Garlic","2019","2019","7021","Annual value","USD","3441","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","507","Grapefruit (inc. pomelos)","2019","2019","7021","Annual value","USD","358","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","560","Grapes","2019","2019","7021","Annual value","USD","703","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","242","Groundnuts, with shell","2019","2019","7021","Annual value","USD","1208","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","225","Hazelnuts, with shell","2019","2019","7021","Annual value","USD","3350","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","1182","Honey, natural","2019","2019","7021","Annual value","USD","6687","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","592","Kiwi fruit","2019","2019","7021","Annual value","USD","251","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","407","Leeks, other alliaceous vegetables","2019","2019","7021","Annual value","USD","1045","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","497","Lemons and limes","2019","2019","7021","Annual value","USD","543","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","201","Lentils","2019","2019","7021","Annual value","USD","1799","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2019","2019","7021","Annual value","USD","813","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","56","Maize","2019","2019","7021","Annual value","USD","237","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","973","Meat live weight, buffalo","2019","2019","7021","Annual value","USD","2385","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","945","Meat live weight, cattle","2019","2019","7021","Annual value","USD","4432","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","1095","Meat live weight, chicken","2019","2019","7021","Annual value","USD","1570","","Official data"
"PP","Producer Prices","84","Greece","5532","Producer Price (USD/tonne)","1033","Meat live weight, goat","2019","2019","7021","Annual value","USD","2657","","Official data"
